31	11.311
92	12.7696
16	9.90385
73	12.5452
62	12.3611
42	11.8269
11	8.9881
38	11.6667
99	12.8326
42	11.8269
95	12.7976
81	12.6511
27	11.0473
97	12.8154
11	8.9881
89	12.7399
60	12.3214
6	7.5
85	12.6974
15	9.75
27	11.0473
14	9.58333
84	12.6862
55	12.2115
88	12.7296
42	11.8269
47	11.9956
38	11.6667
54	12.1875
20	10.4167
61	12.3415
52	12.1371
55	12.2115
79	12.6264
95	12.7976
77	12.6006
92	12.7696
57	12.2575
61	12.3415
95	12.7976
63	12.3801
81	12.6511
8	8.19444
38	11.6667
67	12.4513
91	12.7599
8	8.19444
13	9.40217
59	12.3007
27	11.0473
27	11.0473
41	11.7892
15	9.75
37	11.6223
46	11.9643
15	9.75
100	12.8409
46	11.9643
88	12.7296
21	10.5242
47	11.9956
19	10.3017
98	12.8241
76	12.5872
13	9.40217
29	11.1859
4	6.60714
72	12.5305
97	12.8154
12	9.20455
4	6.60714
30	11.25
13	9.40217
53	12.1627
32	11.369
84	12.6862
93	12.7791
23	10.7197
69	12.4842
66	12.4342
54	12.1875
74	12.5595
77	12.6006
95	12.7976
92	12.7696
77	12.6006
92	12.7696
80	12.6389
62	12.3611
44	11.8981
19	10.3017
64	12.3986
75	12.5735
4	6.60714
30	11.25
51	12.1107
37	11.6223
60	12.3214
70	12.5
96	12.8066
23	10.7197
33	11.4244
56	12.2348
77	12.6006
10	8.75
5	7.08333
36	11.5761
9	8.48684
28	11.1184
34	11.4773
45	11.9318
58	12.2794
30	11.25
15	9.75
9	8.48684
67	12.4513
27	11.0473
100	12.8409
28	11.1184
62	12.3611
76	12.5872
87	12.7191
35	11.5278
91	12.7599
100	12.8409
83	12.6747
41	11.7892
55	12.2115
15	9.75
36	11.5761
14	9.58333
93	12.7791
24	10.8088
60	12.3214
48	12.0259
63	12.3801
66	12.4342
31	11.311
8	8.19444
75	12.5735
96	12.8066
72	12.5305
38	11.6667
2	5.41667
42	11.8269
46	11.9643
44	11.8981
18	10.1786
43	11.8632
42	11.8269
76	12.5872
7	7.86765
12	9.20455
92	12.7696
30	11.25
25	10.8929
16	9.90385
79	12.6264
8	8.19444
53	12.1627
85	12.6974
40	11.75
76	12.5872
54	12.1875
77	12.6006
39	11.7092
22	10.625
92	12.7696
17	10.0463
73	12.5452
84	12.6862
59	12.3007
21	10.5242
78	12.6136
39	11.7092
24	10.8088
91	12.7599
90	12.75
78	12.6136
13	9.40217
32	11.369
59	12.3007
67	12.4513
30	11.25
46	11.9643
75	12.5735
14	9.58333
60	12.3214
71	12.5154
65	12.4167
9	8.48684
66	12.4342
69	12.4842
8	8.19444
45	11.9318
56	12.2348
64	12.3986
10	8.75
3	6.05769
