6371150.00	0.00	0.00	0.00	0.00	0.00
6371150.00	0.00	0.00	-0.10	0.00	0.00
6371150.00	0.00	0.00	-0.20	0.00	0.00
6371150.00	0.00	0.00	-0.29	0.00	0.00
6371149.99	0.00	0.00	-0.39	0.00	0.00
6371149.99	0.00	0.00	-0.49	0.00	0.00
6371149.98	0.00	0.00	-0.59	0.00	0.00
6371149.98	0.00	0.00	-0.69	0.00	0.00
6371149.97	0.00	0.00	-0.79	0.00	0.00
6371149.96	0.00	0.00	-0.88	0.00	0.00
6371149.95	0.00	0.00	-0.98	0.00	0.00
6371149.94	0.00	0.00	-1.08	0.00	0.00
6371149.93	0.00	0.00	-1.18	0.00	0.00
6371149.92	0.00	0.00	-1.28	0.00	0.00
6371149.90	0.00	0.00	-1.37	0.00	0.00
6371149.89	0.00	0.00	-1.47	0.00	0.00
6371149.87	0.00	0.00	-1.57	0.00	0.00
6371149.86	0.00	0.00	-1.67	0.00	0.00
6371149.84	0.00	0.00	-1.77	0.00	0.00
6371149.82	0.00	0.00	-1.86	0.00	0.00
6371149.80	0.00	0.00	-1.96	0.00	0.00
6371149.78	0.00	0.00	-2.06	0.00	0.00
6371149.76	0.00	0.00	-2.16	0.00	0.00
6371149.74	0.00	0.00	-2.26	0.00	0.00
6371149.72	0.00	0.00	-2.36	0.00	0.00
6371149.69	0.00	0.00	-2.45	0.00	0.00
6371149.67	0.00	0.00	-2.55	0.00	0.00
6371149.64	0.00	0.00	-2.65	0.00	0.00
6371149.62	0.00	0.00	-2.75	0.00	0.00
6371149.59	0.00	0.00	-2.85	0.00	0.00
6371149.56	0.00	0.00	-2.94	0.00	0.00
6371149.53	0.00	0.00	-3.04	0.00	0.00
6371149.50	0.00	0.00	-3.14	0.00	0.00
6371149.47	0.00	0.00	-3.24	0.00	0.00
6371149.43	0.00	0.00	-3.34	0.00	0.00
6371149.40	0.00	0.00	-3.43	0.00	0.00
6371149.36	0.00	0.00	-3.53	0.00	0.00
6371149.33	0.00	0.00	-3.63	0.00	0.00
6371149.29	0.00	0.00	-3.73	0.00	0.00
6371149.25	0.00	0.00	-3.83	0.00	0.00
6371149.21	0.00	0.00	-3.93	0.00	0.00
6371149.18	0.00	0.00	-4.02	0.00	0.00
6371149.13	0.00	0.00	-4.12	0.00	0.00
6371149.09	0.00	0.00	-4.22	0.00	0.00
6371149.05	0.00	0.00	-4.32	0.00	0.00
6371149.01	0.00	0.00	-4.42	0.00	0.00
6371148.96	0.00	0.00	-4.51	0.00	0.00
6371148.92	0.00	0.00	-4.61	0.00	0.00
6371148.87	0.00	0.00	-4.71	0.00	0.00
6371148.82	0.00	0.00	-4.81	0.00	0.00
6371148.77	0.00	0.00	-4.91	0.00	0.00
6371148.72	0.00	0.00	-5.00	0.00	0.00
6371148.67	0.00	0.00	-5.10	0.00	0.00
6371148.62	0.00	0.00	-5.20	0.00	0.00
6371148.57	0.00	0.00	-5.30	0.00	0.00
6371148.52	0.00	0.00	-5.40	0.00	0.00
6371148.46	0.00	0.00	-5.50	0.00	0.00
6371148.41	0.00	0.00	-5.59	0.00	0.00
6371148.35	0.00	0.00	-5.69	0.00	0.00
6371148.29	0.00	0.00	-5.79	0.00	0.00
6371148.23	0.00	0.00	-5.89	0.00	0.00
6371148.17	0.00	0.00	-5.99	0.00	0.00
6371148.11	0.00	0.00	-6.08	0.00	0.00
6371148.05	0.00	0.00	-6.18	0.00	0.00
6371147.99	0.00	0.00	-6.28	0.00	0.00
6371147.93	0.00	0.00	-6.38	0.00	0.00
6371147.86	0.00	0.00	-6.48	0.00	0.00
6371147.80	0.00	0.00	-6.57	0.00	0.00
6371147.73	0.00	0.00	-6.67	0.00	0.00
6371147.66	0.00	0.00	-6.77	0.00	0.00
6371147.60	0.00	0.00	-6.87	0.00	0.00
6371147.53	0.00	0.00	-6.97	0.00	0.00
6371147.46	0.00	0.00	-7.07	0.00	0.00
6371147.39	0.00	0.00	-7.16	0.00	0.00
6371147.31	0.00	0.00	-7.26	0.00	0.00
6371147.24	0.00	0.00	-7.36	0.00	0.00
6371147.17	0.00	0.00	-7.46	0.00	0.00
6371147.09	0.00	0.00	-7.56	0.00	0.00
6371147.01	0.00	0.00	-7.65	0.00	0.00
6371146.94	0.00	0.00	-7.75	0.00	0.00
6371146.86	0.00	0.00	-7.85	0.00	0.00
6371146.78	0.00	0.00	-7.95	0.00	0.00
6371146.70	0.00	0.00	-8.05	0.00	0.00
6371146.62	0.00	0.00	-8.14	0.00	0.00
6371146.54	0.00	0.00	-8.24	0.00	0.00
6371146.45	0.00	0.00	-8.34	0.00	0.00
6371146.37	0.00	0.00	-8.44	0.00	0.00
6371146.29	0.00	0.00	-8.54	0.00	0.00
6371146.20	0.00	0.00	-8.64	0.00	0.00
6371146.11	0.00	0.00	-8.73	0.00	0.00
6371146.03	0.00	0.00	-8.83	0.00	0.00
6371145.94	0.00	0.00	-8.93	0.00	0.00
6371145.85	0.00	0.00	-9.03	0.00	0.00
6371145.76	0.00	0.00	-9.13	0.00	0.00
6371145.66	0.00	0.00	-9.22	0.00	0.00
6371145.57	0.00	0.00	-9.32	0.00	0.00
6371145.48	0.00	0.00	-9.42	0.00	0.00
6371145.38	0.00	0.00	-9.52	0.00	0.00
6371145.29	0.00	0.00	-9.62	0.00	0.00
6371145.19	0.00	0.00	-9.72	0.00	0.00
6371145.09	0.00	0.00	-9.81	0.00	0.00
6371144.99	0.00	0.00	-9.91	0.00	0.00
6371144.90	0.00	0.00	-10.01	0.00	0.00
6371144.79	0.00	0.00	-10.11	0.00	0.00
6371144.69	0.00	0.00	-10.21	0.00	0.00
6371144.59	0.00	0.00	-10.30	0.00	0.00
6371144.49	0.00	0.00	-10.40	0.00	0.00
6371144.38	0.00	0.00	-10.50	0.00	0.00
6371144.28	0.00	0.00	-10.60	0.00	0.00
6371144.17	0.00	0.00	-10.70	0.00	0.00
6371144.06	0.00	0.00	-10.79	0.00	0.00
6371143.95	0.00	0.00	-10.89	0.00	0.00
6371143.85	0.00	0.00	-10.99	0.00	0.00
6371143.73	0.00	0.00	-11.09	0.00	0.00
6371143.62	0.00	0.00	-11.19	0.00	0.00
6371143.51	0.00	0.00	-11.29	0.00	0.00
6371143.40	0.00	0.00	-11.38	0.00	0.00
6371143.28	0.00	0.00	-11.48	0.00	0.00
6371143.17	0.00	0.00	-11.58	0.00	0.00
6371143.05	0.00	0.00	-11.68	0.00	0.00
6371142.93	0.00	0.00	-11.78	0.00	0.00
6371142.82	0.00	0.00	-11.87	0.00	0.00
6371142.70	0.00	0.00	-11.97	0.00	0.00
6371142.58	0.00	0.00	-12.07	0.00	0.00
6371142.46	0.00	0.00	-12.17	0.00	0.00
6371142.33	0.00	0.00	-12.27	0.00	0.00
6371142.21	0.00	0.00	-12.36	0.00	0.00
6371142.09	0.00	0.00	-12.46	0.00	0.00
6371141.96	0.00	0.00	-12.56	0.00	0.00
6371141.83	0.00	0.00	-12.66	0.00	0.00
6371141.71	0.00	0.00	-12.76	0.00	0.00
6371141.58	0.00	0.00	-12.86	0.00	0.00
6371141.45	0.00	0.00	-12.95	0.00	0.00
6371141.32	0.00	0.00	-13.05	0.00	0.00
6371141.19	0.00	0.00	-13.15	0.00	0.00
6371141.06	0.00	0.00	-13.25	0.00	0.00
6371140.92	0.00	0.00	-13.35	0.00	0.00
6371140.79	0.00	0.00	-13.44	0.00	0.00
6371140.66	0.00	0.00	-13.54	0.00	0.00
6371140.52	0.00	0.00	-13.64	0.00	0.00
6371140.38	0.00	0.00	-13.74	0.00	0.00
6371140.25	0.00	0.00	-13.84	0.00	0.00
6371140.11	0.00	0.00	-13.93	0.00	0.00
6371139.97	0.00	0.00	-14.03	0.00	0.00
6371139.83	0.00	0.00	-14.13	0.00	0.00
6371139.68	0.00	0.00	-14.23	0.00	0.00
6371139.54	0.00	0.00	-14.33	0.00	0.00
6371139.40	0.00	0.00	-14.43	0.00	0.00
6371139.25	0.00	0.00	-14.52	0.00	0.00
6371139.11	0.00	0.00	-14.62	0.00	0.00
6371138.96	0.00	0.00	-14.72	0.00	0.00
6371138.81	0.00	0.00	-14.82	0.00	0.00
6371138.66	0.00	0.00	-14.92	0.00	0.00
6371138.51	0.00	0.00	-15.01	0.00	0.00
6371138.36	0.00	0.00	-15.11	0.00	0.00
6371138.21	0.00	0.00	-15.21	0.00	0.00
6371138.06	0.00	0.00	-15.31	0.00	0.00
6371137.91	0.00	0.00	-15.41	0.00	0.00
6371137.75	0.00	0.00	-15.50	0.00	0.00
6371137.60	0.00	0.00	-15.60	0.00	0.00
6371137.44	0.00	0.00	-15.70	0.00	0.00
6371137.28	0.00	0.00	-15.80	0.00	0.00
6371137.12	0.00	0.00	-15.90	0.00	0.00
6371136.96	0.00	0.00	-16.00	0.00	0.00
6371136.80	0.00	0.00	-16.09	0.00	0.00
6371136.64	0.00	0.00	-16.19	0.00	0.00
6371136.48	0.00	0.00	-16.29	0.00	0.00
6371136.32	0.00	0.00	-16.39	0.00	0.00
6371136.15	0.00	0.00	-16.49	0.00	0.00
6371135.99	0.00	0.00	-16.58	0.00	0.00
6371135.82	0.00	0.00	-16.68	0.00	0.00
6371135.65	0.00	0.00	-16.78	0.00	0.00
6371135.48	0.00	0.00	-16.88	0.00	0.00
6371135.32	0.00	0.00	-16.98	0.00	0.00
6371135.14	0.00	0.00	-17.07	0.00	0.00
6371134.97	0.00	0.00	-17.17	0.00	0.00
6371134.80	0.00	0.00	-17.27	0.00	0.00
6371134.63	0.00	0.00	-17.37	0.00	0.00
6371134.45	0.00	0.00	-17.47	0.00	0.00
6371134.28	0.00	0.00	-17.57	0.00	0.00
6371134.10	0.00	0.00	-17.66	0.00	0.00
6371133.93	0.00	0.00	-17.76	0.00	0.00
6371133.75	0.00	0.00	-17.86	0.00	0.00
6371133.57	0.00	0.00	-17.96	0.00	0.00
6371133.39	0.00	0.00	-18.06	0.00	0.00
6371133.21	0.00	0.00	-18.15	0.00	0.00
6371133.03	0.00	0.00	-18.25	0.00	0.00
6371132.84	0.00	0.00	-18.35	0.00	0.00
6371132.66	0.00	0.00	-18.45	0.00	0.00
6371132.47	0.00	0.00	-18.55	0.00	0.00
6371132.29	0.00	0.00	-18.65	0.00	0.00
6371132.10	0.00	0.00	-18.74	0.00	0.00
6371131.91	0.00	0.00	-18.84	0.00	0.00
6371131.72	0.00	0.00	-18.94	0.00	0.00
6371131.53	0.00	0.00	-19.04	0.00	0.00
6371131.34	0.00	0.00	-19.14	0.00	0.00
6371131.15	0.00	0.00	-19.23	0.00	0.00
6371130.96	0.00	0.00	-19.33	0.00	0.00
6371130.76	0.00	0.00	-19.43	0.00	0.00
6371130.57	0.00	0.00	-19.53	0.00	0.00
6371130.37	0.00	0.00	-19.63	0.00	0.00
6371130.18	0.00	0.00	-19.72	0.00	0.00
6371129.98	0.00	0.00	-19.82	0.00	0.00
6371129.78	0.00	0.00	-19.92	0.00	0.00
6371129.58	0.00	0.00	-20.02	0.00	0.00
6371129.38	0.00	0.00	-20.12	0.00	0.00
6371129.18	0.00	0.00	-20.22	0.00	0.00
6371128.98	0.00	0.00	-20.31	0.00	0.00
6371128.77	0.00	0.00	-20.41	0.00	0.00
6371128.57	0.00	0.00	-20.51	0.00	0.00
6371128.36	0.00	0.00	-20.61	0.00	0.00
6371128.16	0.00	0.00	-20.71	0.00	0.00
