3.4355 8.03667
22.0247 12.3113
26.0731 12.8664
64.2414 15.7556
87.9015 16.6073
98.3657 16.8839
43.9147 14.5884
67.7464 15.9078
74.5768 16.1751
63.3707 15.716
49.6278 14.9766
50.2123 15.0132
35.0381 13.8498
27.564 13.0512
76.7093 16.2515
74.1787 16.1604
50.5136 15.0319
72.065 16.0809
55.6912 15.3321
87.2665 16.589
23.3294 12.4994
69.8251 15.993
9.49593 9.87238
83.8239 16.4858
13.4977 10.8041
49.7072 14.9816
47.2387 14.8212
95.2844 16.8073
93.6222 16.7643
16.1252 11.3279
64.2452 15.7558
48.8458 14.9268
12.57 10.6037
35.0052 13.8466
72.531 16.0987
52.6252 15.1589
75.133 16.1953
42.5462 14.4863
33.9914 13.7492
7.58351 9.35703
89.7737 16.6604
89.8919 16.6637
70.8288 16.0329
63.2082 15.7085
11.9892 10.4737
68.0782 15.9216
50.4678 15.0291
95.7459 16.819
8.02743 9.48128
63.8629 15.7385
26.2659 12.8909
1.95442 7.48217
76.255 16.2355
83.4352 16.4738
14.4396 10.999
61.1156 15.61
57.1412 15.4097
63.3803 15.7164
13.6336 10.8328
33.1546 13.6663
64.7899 15.7801
10.8173 10.2002
66.938 15.8737
3.17846 7.94398
91.6808 16.7127
39.176 14.2176
27.2138 13.0087
41.1908 14.3813
94.9019 16.7975
16.3278 11.3659
48.6027 14.9111
69.1706 15.9665
41.3001 14.3899
6.24496 8.96398
67.9323 15.9155
25.8881 12.8428
11.0713 10.2608
5.6855 8.79096
17.022 11.4933
70.1884 16.0075
27.6329 13.0595
57.5611 15.4318
25.4002 12.7798
16.6111 11.4183
98.937 16.8977
91.2071 16.6999
32.9934 13.6501
20.4275 12.0678
18.3143 11.7209
27.5385 13.0481
40.1277 14.2961
71.4658 16.0578
35.2574 13.8704
56.9425 15.3993
36.1707 13.955
80.2114 16.3706
72.1257 16.0833
78.6493 16.3184
29.4981 13.2771
36.2169 13.9592
6.96727 9.17962
65.4109 15.8076
52.6275 15.159
35.5946 13.9019
36.6266 13.9964
10.0954 10.0238
85.6857 16.5424
32.5956 13.6098
4.59753 8.43848
82.4015 16.4413
7.10346 9.21933
70.657 16.0261
93.2686 16.7551
74.8965 16.1867
46.9436 14.8014
57.5026 15.4287
39.0821 14.2098
12.0599 10.4898
89.497 16.6526
17.4511 11.5703
78.6486 16.3184
3.82664 8.175
56.8526 15.3945
82.4041 16.4414
47.0023 14.8053
53.6823 15.22
70.2384 16.0095
85.7657 16.5447
5.93435 8.86859
73.8221 16.1473
68.988 15.9591
3.53351 8.07163
62.6714 15.6837
51.5214 15.0933
54.0389 15.2403
62.5503 15.678
58.3325 15.4717
75.907 16.2231
60.6975 15.5897
16.3023 11.3611
65.8905 15.8286
62.6535 15.6828
63.4332 15.7189
77.225 16.2695
17.1644 11.519
45.22 14.6823
62.3402 15.6682
12.4026 10.5666
98.8954 16.8967
68.154 15.9248
26.4545 12.9147
89.1331 16.6424
75.2844 16.2008
33.2475 13.6756
74.0291 16.1549
69.5122 15.9804
79.6296 16.3513
75.5418 16.21
85.863 16.5476
60.4218 15.5763
32.2539 13.5747
8.84017 9.70138
38.2038 14.1352
68.5141 15.9397
19.6337 11.941
89.3631 16.6489
95.9304 16.8236
96.3112 16.8332
6.89006 9.15697
92.9844 16.7476
21.9141 12.295
50.2387 15.0149
60.2577 15.5682
57.7912 15.4437
31.6429 13.511
96.0585 16.8269
41.8963 14.4364
37.3463 14.0605
17.6325 11.6024
29.18 13.241
57.6269 15.4352
19.0256 11.841
63.3728 15.7161
15.3254 11.1749
74.2479 16.163
11.256 10.3044
19.5668 11.9301
41.2458 14.3856
41.0994 14.3741
90.6768 16.6854
59.3449 15.523
17.1765 11.5212
29.7943 13.3104
48.7599 14.9213
49.9769 14.9986
96.0597 16.8269
14.9112 11.0935
90.2521 16.6737
75.8617 16.2215
54.2489 15.2522
28.6603 13.1811
91.243 16.7008
95.2676 16.8068
68.8503 15.9535
28.7325 13.1895
99.7851 16.918
97.5217 16.8633
20.4177 12.0663
35.5923 13.9017
69.3342 15.9732
29.5737 13.2856
54.5827 15.2709
92.2731 16.7286
73.614 16.1395
58.0235 15.4558
99.462 16.9103
36.0364 13.9427
25.6533 12.8126
61.3433 15.6209
51.9378 15.1182
33.3846 13.6893
85.7931 16.5456
60.3808 15.5743
16.4454 11.3877
91.0165 16.6947
13.2131 10.7436
32.0475 13.5533
12.4979 10.5878
11.0052 10.2451
51.3106 15.0806
39.6484 14.2569
23.2213 12.4842
31.3072 13.4755
25.5807 12.8033
97.9837 16.8746
92.0539 16.7228
19.4135 11.905
6.98503 9.18481
27.1081 12.9957
87.8942 16.6071
94.6194 16.7902
88.3565 16.6204
38.3316 14.1462
55.1393 15.3018
80.0641 16.3658
69.2618 15.9703
16.6685 11.4289
57.2152 15.4136
98.1289 16.8781
46.497 14.771
20.729 12.115
64.7504 15.7784
19.6818 11.9488
50.7575 15.0469
64.9666 15.788
47.4167 14.8332
26.409 12.9089
67.0257 15.8774
47.0744 14.8102
60.9964 15.6042
84.8447 16.517
51.7195 15.1052
92.0236 16.7219
49.4403 14.9648
69.2722 15.9707
81.4522 16.411
23.9793 12.5897
67.2685 15.8877
42.562 14.4875
83.1465 16.4648
43.2392 14.5384
7.46813 9.32426
38.8648 14.1915
37.2392 14.0511
77.555 16.281
35.323 13.8766
26.9237 12.973
42.3535 14.4716
35.982 13.9377
3.04004 7.89348
98.4526 16.886
7.11288 9.22207
99.4307 16.9095
16.6948 11.4337
84.9076 16.5189
95.5172 16.8132
69.5755 15.9829
18.9907 11.8352
80.7373 16.3878
39.4275 14.2386
45.8473 14.7262
50.4498 15.028
67.8681 15.9129
76.6577 16.2497
20.5872 12.0929
3.01361 7.88378
47.9413 14.8679
53.4423 15.2063
39.7713 14.267
31.4141 13.4868
57.6272 15.4352
84.8739 16.5179
58.8488 15.498
46.4515 14.7679
52.6039 15.1576
98.2157 16.8803
95.6739 16.8172
20.6395 12.101
